Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK
26/11/16;TeleVenda;Arena;177;R$ 14.185,86;26944
26/11/16;Porta a Porta;Mindscape;817;R$ 31.935,91;94535
26/11/16;Telégrafo;Vast;54;R$ 2.955,35;2560
26/11/16;Porta a Porta;Vast;943;R$ 24.456,34;42795
26/11/16;TeleVenda;Vast;1631;R$ 54.662,78;76149
27/11/16;TeleVenda;Arena;182;R$ 13.635,92;27441
27/11/16;Porta a Porta;Vast;755;R$ 22.377,78;34648
27/11/16;TeleVenda;Mindscape;1503;R$ 65.080,96;180306
27/11/16;Telégrafo;Vast;50;R$ 2.745,99;2257
27/11/16;TeleVenda;Mindscape;106;R$ 7.587,17;12855
27/11/16;TeleVenda;Vast;1795;R$ 62.136,63;83149
27/11/16;TeleVenda;Ellipsis;1382;R$ 45.715,59;77013
27/11/16;Telégrafo;Ellipsis;48;R$ 2.732,92;2756
27/11/16;Telégrafo;Arena;120;R$ 8.612,07;16894
27/11/16;Telégrafo;Mindscape;88;R$ 8.090,01;9079
27/11/16;TeleVenda;Arena;1808;R$ 80.897,47;270467
27/11/16;TeleVenda;Vast;307;R$ 18.865,83;14984
27/11/16;TeleVenda;Ellipsis;241;R$ 15.737,01;15201
27/11/16;Porta a Porta;Arena;805;R$ 40.929,33;114614
27/11/16;Porta a Porta;Mindscape;727;R$ 29.214,59;84703
27/11/16;Porta a Porta;Ellipsis;635;R$ 19.890,53;35725
28/11/16;TeleVenda;Ellipsis;785;R$ 16.929,07;44726
28/11/16;TeleVenda;Mindscape;46;R$ 2.677,74;5630
28/11/16;TeleVenda;Ellipsis;137;R$ 7.619,50;9189
28/11/16;Telégrafo;Ellipsis;34;R$ 1.801,86;2097
28/11/16;Porta a Porta;Mindscape;623;R$ 21.360,95;70122
28/11/16;Porta a Porta;Vast;824;R$ 17.142,13;40526
28/11/16;Telégrafo;Mindscape;53;R$ 4.200,83;6803
28/11/16;TeleVenda;Arena;86;R$ 6.212,14;13233
28/11/16;TeleVenda;Vast;106;R$ 5.547,61;5181
28/11/16;TeleVenda;Arena;1140;R$ 40.967,55;165998
28/11/16;Telégrafo;Vast;58;R$ 2.304,49;2529
28/11/16;Porta a Porta;Ellipsis;607;R$ 15.027,59;32750
28/11/16;TeleVenda;Vast;963;R$ 18.432,79;47527
28/11/16;Porta a Porta;Arena;683;R$ 32.223,55;95128
28/11/16;Telégrafo;Arena;92;R$ 6.482,00;13211
28/11/16;TeleVenda;Mindscape;835;R$ 24.403,07;100962
29/11/16;Porta a Porta;Arena;760;R$ 35.205,38;100477
29/11/16;TeleVenda;Arena;83;R$ 4.959,65;12109
29/11/16;TeleVenda;Mindscape;63;R$ 3.726,42;7983
29/11/16;Telégrafo;Arena;76;R$ 5.423,17;10173
29/11/16;TeleVenda;Arena;983;R$ 32.805,65;138489
29/11/16;TeleVenda;Ellipsis;80;R$ 3.939,38;4825
29/11/16;Porta a Porta;Vast;1142;R$ 22.002,23;53041
29/11/16;TeleVenda;Ellipsis;805;R$ 15.730,23;45078
29/11/16;Telégrafo;Mindscape;35;R$ 1.821,20;4247
29/11/16;Porta a Porta;Mindscape;651;R$ 22.117,62;71964
29/11/16;TeleVenda;Vast;1034;R$ 18.291,18;48213
29/11/16;TeleVenda;Vast;89;R$ 4.595,39;3996
29/11/16;Telégrafo;Ellipsis;33;R$ 1.612,58;1965
29/11/16;TeleVenda;Mindscape;722;R$ 19.203,16;84071
29/11/16;Porta a Porta;Ellipsis;765;R$ 18.468,78;41742
29/11/16;Telégrafo;Vast;40;R$ 2.032,90;1992
30/11/16;TeleVenda;Mindscape;139;R$ 9.314,32;16900
30/11/16;Porta a Porta;Ellipsis;841;R$ 24.637,82;45830
30/11/16;TeleVenda;Mindscape;1458;R$ 60.070,51;172118
30/11/16;Telégrafo;Mindscape;58;R$ 4.982,78;6880
30/11/16;TeleVenda;Arena;203;R$ 15.782,01;30747
30/11/16;Porta a Porta;Vast;1208;R$ 29.513,44;54534
30/11/16;TeleVenda;Ellipsis;273;R$ 17.557,13;16854
30/11/16;TeleVenda;Arena;1855;R$ 80.163,01;272287
30/11/16;Telégrafo;Ellipsis;54;R$ 3.987,70;3084
30/11/16;TeleVenda;Vast;308;R$ 19.634,05;15217
30/11/16;Telégrafo;Arena;105;R$ 6.800,15;14894
30/11/16;Telégrafo;Vast;62;R$ 2.455,67;2905
30/11/16;TeleVenda;Ellipsis;1486;R$ 43.405,80;82677
30/11/16;Porta a Porta;Arena;892;R$ 44.508,38;124094
30/11/16;TeleVenda;Vast;1984;R$ 61.257,85;91472
30/11/16;Porta a Porta;Mindscape;809;R$ 30.542,34;89252
01/12/16;Porta a Porta;Vast;1160;R$ 29.348,22;53613
01/12/16;TeleVenda;Arena;201;R$ 14.474,44;30274
01/12/16;Porta a Porta;Arena;885;R$ 46.055,38;128666
01/12/16;TeleVenda;Ellipsis;1344;R$ 39.935,35;75266
01/12/16;Porta a Porta;Ellipsis;757;R$ 23.048,92;40974
01/12/16;TeleVenda;Vast;375;R$ 25.680,05;16901
01/12/16;Telégrafo;Arena;109;R$ 7.181,84;16046
01/12/16;TeleVenda;Mindscape;133;R$ 8.344,81;17181
01/12/16;Telégrafo;Mindscape;58;R$ 4.426,95;7798
01/12/16;TeleVenda;Mindscape;1511;R$ 59.677,64;178531
01/12/16;Telégrafo;Vast;59;R$ 2.685,96;2767
01/12/16;TeleVenda;Ellipsis;241;R$ 15.158,41;14434
01/12/16;TeleVenda;Vast;1977;R$ 60.703,32;92707
01/12/16;TeleVenda;Arena;1776;R$ 77.432,43;262628
01/12/16;Telégrafo;Ellipsis;46;R$ 1.993,62;2901
01/12/16;Porta a Porta;Mindscape;817;R$ 30.914,94;92201
02/12/16;TeleVenda;Ellipsis;239;R$ 15.208,93;14270
02/12/16;TeleVenda;Vast;1912;R$ 59.420,24;87900
02/12/16;Porta a Porta;Ellipsis;837;R$ 25.130,52;45393
02/12/16;TeleVenda;Ellipsis;1409;R$ 41.519,51;78988
02/12/16;TeleVenda;Mindscape;1506;R$ 59.754,30;178281
02/12/16;Telégrafo;Vast;62;R$ 3.287,40;2783
02/12/16;TeleVenda;Vast;275;R$ 17.568,24;13209
02/12/16;Porta a Porta;Arena;971;R$ 46.884,99;135164
02/12/16;Telégrafo;Arena;102;R$ 6.876,20;14342
02/12/16;TeleVenda;Arena;1854;R$ 80.071,59;270616
02/12/16;TeleVenda;Arena;194;R$ 13.904,62;29541
02/12/16;Porta a Porta;Mindscape;850;R$ 33.065,56;98763
02/12/16;Porta a Porta;Vast;1062;R$ 27.731,17;49595
02/12/16;Telégrafo;Mindscape;92;R$ 9.099,46;10153
02/12/16;Telégrafo;Ellipsis;53;R$ 2.512,75;3027
02/12/16;TeleVenda;Mindscape;121;R$ 7.395,02;14981
03/12/16;TeleVenda;Arena;179;R$ 13.759,96;27204
03/12/16;Telégrafo;Arena;120;R$ 7.403,77;17178
03/12/16;Porta a Porta;Mindscape;848;R$ 31.001,76;95079
03/12/16;Porta a Porta;Ellipsis;809;R$ 24.604,80;44001
03/12/16;TeleVenda;Ellipsis;1310;R$ 38.550,72;71002
03/12/16;TeleVenda;Ellipsis;199;R$ 11.621,20;11980
03/12/16;TeleVenda;Mindscape;1444;R$ 57.606,60;170068
03/12/16;Telégrafo;Ellipsis;49;R$ 2.450,45;2812
03/12/16;Telégrafo;Vast;74;R$ 7.679,28;3022
03/12/16;TeleVenda;Arena;1823;R$ 75.304,15;268393
03/12/16;TeleVenda;Vast;1677;R$ 51.674,27;75038
03/12/16;TeleVenda;Mindscape;115;R$ 8.455,56;15026
03/12/16;Telégrafo;Mindscape;67;R$ 4.983,94;8370
03/12/16;Porta a Porta;Vast;953;R$ 25.839,26;42560
03/12/16;Porta a Porta;Arena;1034;R$ 48.249,14;148055
03/12/16;TeleVenda;Vast;275;R$ 18.537,56;13054
04/12/16;TeleVenda;Arena;209;R$ 15.602,39;31638
04/12/16;Telégrafo;Vast;68;R$ 5.122,66;3093
04/12/16;Telégrafo;Arena;105;R$ 6.729,34;14936
04/12/16;TeleVenda;Arena;1851;R$ 82.616,57;274727
04/12/16;Telégrafo;Mindscape;46;R$ 3.130,73;6547
04/12/16;Porta a Porta;Mindscape;784;R$ 31.128,78;90472
04/12/16;TeleVenda;Vast;1884;R$ 64.196,91;86566
04/12/16;Porta a Porta;Vast;870;R$ 24.473,24;38556
04/12/16;TeleVenda;Ellipsis;1407;R$ 44.456,91;77538
04/12/16;Porta a Porta;Ellipsis;727;R$ 21.545,64;40107
04/12/16;TeleVenda;Ellipsis;230;R$ 14.074,93;14518
04/12/16;TeleVenda;Vast;248;R$ 17.413,99;11932
04/12/16;TeleVenda;Mindscape;1499;R$ 64.780,44;178855
04/12/16;Telégrafo;Ellipsis;47;R$ 2.264,01;2815
04/12/16;TeleVenda;Mindscape;120;R$ 7.938,96;13959
04/12/16;Porta a Porta;Arena;919;R$ 42.519,13;135055
05/12/16;TeleVenda;Vast;122;R$ 5.364,55;5546
05/12/16;TeleVenda;Mindscape;62;R$ 3.265,71;8224
05/12/16;Porta a Porta;Ellipsis;591;R$ 14.842,93;33100
05/12/16;Porta a Porta;Vast;750;R$ 17.665,48;34311
05/12/16;Telégrafo;Mindscape;61;R$ 3.772,47;7851
05/12/16;TeleVenda;Ellipsis;759;R$ 15.798,02;43563
05/12/16;TeleVenda;Arena;113;R$ 6.730,22;16693
05/12/16;Porta a Porta;Mindscape;797;R$ 26.060,49;91083
05/12/16;Telégrafo;Arena;103;R$ 6.013,02;14942
05/12/16;TeleVenda;Arena;1409;R$ 47.786,54;208584
05/12/16;TeleVenda;Vast;935;R$ 18.530,78;44082
05/12/16;Porta a Porta;Arena;975;R$ 42.059,58;138916
05/12/16;Telégrafo;Vast;45;R$ 1.979,47;1932
05/12/16;TeleVenda;Ellipsis;104;R$ 6.071,45;6534
05/12/16;TeleVenda;Mindscape;973;R$ 26.174,89;116594
05/12/16;Telégrafo;Ellipsis;30;R$ 1.648,50;1731
06/12/16;TeleVenda;Ellipsis;95;R$ 5.122,31;5611
06/12/16;Porta a Porta;Vast;896;R$ 20.658,89;40714
06/12/16;Telégrafo;Ellipsis;40;R$ 4.008,40;1985
06/12/16;TeleVenda;Arena;1035;R$ 34.349,47;150643
06/12/16;TeleVenda;Ellipsis;711;R$ 14.486,84;39655
06/12/16;TeleVenda;Mindscape;759;R$ 19.956,45;91805
06/12/16;Telégrafo;Mindscape;37;R$ 2.003,31;4650
06/12/16;TeleVenda;Vast;112;R$ 5.345,29;4929
06/12/16;TeleVenda;Mindscape;36;R$ 1.932,96;4385
06/12/16;Porta a Porta;Arena;961;R$ 42.467,93;135222
06/12/16;Telégrafo;Arena;86;R$ 8.814,14;12883
06/12/16;Telégrafo;Vast;49;R$ 2.097,10;2089
06/12/16;TeleVenda;Vast;875;R$ 17.566,96;41869
06/12/16;TeleVenda;Arena;105;R$ 6.466,01;15854
06/12/16;Porta a Porta;Ellipsis;740;R$ 18.743,37;42066
06/12/16;Porta a Porta;Mindscape;807;R$ 26.294,23;90941
07/12/16;Porta a Porta;Vast;1213;R$ 31.406,17;54486
07/12/16;TeleVenda;Vast;313;R$ 19.335,50;14908
07/12/16;Telégrafo;Mindscape;76;R$ 5.625,63;9382
07/12/16;TeleVenda;Mindscape;128;R$ 9.967,54;15897
07/12/16;Porta a Porta;Ellipsis;872;R$ 26.255,24;47889
07/12/16;TeleVenda;Vast;2019;R$ 63.580,12;91726
07/12/16;TeleVenda;Arena;1789;R$ 77.326,75;263526
07/12/16;Telégrafo;Ellipsis;61;R$ 3.025,47;3329
07/12/16;Porta a Porta;Arena;924;R$ 44.546,06;130811
07/12/16;Telégrafo;Arena;112;R$ 8.909,15;15797
07/12/16;TeleVenda;Ellipsis;259;R$ 15.855,82;15125
07/12/16;TeleVenda;Arena;199;R$ 15.814,01;31356
07/12/16;TeleVenda;Ellipsis;1440;R$ 42.896,46;78620
07/12/16;TeleVenda;Mindscape;1579;R$ 63.631,60;185282
07/12/16;Porta a Porta;Mindscape;972;R$ 35.335,03;111438
07/12/16;Telégrafo;Vast;52;R$ 2.038,29;2422
08/12/16;TeleVenda;Mindscape;1519;R$ 64.211,12;184252
08/12/16;Porta a Porta;Arena;847;R$ 42.516,62;122254
08/12/16;Porta a Porta;Mindscape;853;R$ 32.961,94;101379
08/12/16;Telégrafo;Ellipsis;72;R$ 5.086,87;4350
08/12/16;TeleVenda;Ellipsis;250;R$ 15.050,88;15442
08/12/16;TeleVenda;Vast;2028;R$ 65.839,09;92472
08/12/16;TeleVenda;Arena;191;R$ 14.931,58;29710
08/12/16;Telégrafo;Mindscape;94;R$ 7.989,62;11046
08/12/16;Telégrafo;Vast;111;R$ 10.411,51;4875
08/12/16;TeleVenda;Ellipsis;1486;R$ 43.861,48;81929
08/12/16;TeleVenda;Mindscape;139;R$ 11.476,25;17152
08/12/16;TeleVenda;Vast;305;R$ 18.420,08;14333
08/12/16;Porta a Porta;Ellipsis;770;R$ 23.456,64;42704
08/12/16;Telégrafo;Arena;117;R$ 9.679,68;15812
08/12/16;Porta a Porta;Vast;1127;R$ 29.717,77;51077
08/12/16;TeleVenda;Arena;1681;R$ 72.854,65;251269
09/12/16;Telégrafo;Vast;65;R$ 2.621,22;3102
09/12/16;Telégrafo;Arena;120;R$ 7.664,98;18008
09/12/16;Porta a Porta;Mindscape;900;R$ 34.561,02;108562
09/12/16;Porta a Porta;Vast;1078;R$ 29.193,91;49246
09/12/16;Telégrafo;Ellipsis;55;R$ 2.519,03;3144
09/12/16;TeleVenda;Mindscape;1390;R$ 57.329,09;167245
09/12/16;TeleVenda;Vast;1821;R$ 60.374,51;83213
09/12/16;TeleVenda;Ellipsis;1353;R$ 41.277,57;75863
09/12/16;TeleVenda;Mindscape;143;R$ 9.602,29;17716
09/12/16;Porta a Porta;Ellipsis;799;R$ 24.487,07;43512
09/12/16;TeleVenda;Vast;294;R$ 18.094,27;14229
09/12/16;TeleVenda;Ellipsis;238;R$ 14.655,58;14316
09/12/16;TeleVenda;Arena;186;R$ 13.561,96;28631
09/12/16;Porta a Porta;Arena;969;R$ 46.724,50;139486
09/12/16;TeleVenda;Arena;1689;R$ 73.125,85;252533
09/12/16;Telégrafo;Mindscape;74;R$ 4.874,30;9651
10/12/16;Porta a Porta;Arena;1067;R$ 47.283,51;149541
10/12/16;Porta a Porta;Ellipsis;753;R$ 23.136,59;41276
10/12/16;TeleVenda;Arena;199;R$ 14.854,87;30727
10/12/16;TeleVenda;Ellipsis;243;R$ 14.588,01;14181
10/12/16;TeleVenda;Vast;286;R$ 17.111,78;13326
10/12/16;Telégrafo;Arena;103;R$ 8.282,69;14663
10/12/16;Porta a Porta;Vast;996;R$ 27.055,97;46218
10/12/16;Telégrafo;Vast;72;R$ 3.599,85;3380
10/12/16;Telégrafo;Ellipsis;61;R$ 3.586,36;3198
10/12/16;TeleVenda;Ellipsis;1275;R$ 39.487,57;70757
10/12/16;TeleVenda;Arena;1620;R$ 69.306,53;241386
10/12/16;Telégrafo;Mindscape;62;R$ 4.467,48;8316
10/12/16;Porta a Porta;Mindscape;882;R$ 33.094,73;107592
10/12/16;TeleVenda;Vast;1701;R$ 56.599,23;78477
10/12/16;TeleVenda;Mindscape;1330;R$ 57.156,65;159857
10/12/16;TeleVenda;Mindscape;117;R$ 7.998,63;14567
11/12/16;Porta a Porta;Arena;993;R$ 43.480,33;147084
11/12/16;Porta a Porta;Mindscape;904;R$ 32.619,72;117593
11/12/16;TeleVenda;Mindscape;105;R$ 7.194,12;12593
11/12/16;Telégrafo;Ellipsis;46;R$ 1.742,67;2516
11/12/16;Porta a Porta;Ellipsis;794;R$ 22.614,88;43859
11/12/16;TeleVenda;Mindscape;1529;R$ 64.397,23;186932
11/12/16;TeleVenda;Arena;1799;R$ 76.344,24;271313
11/12/16;Telégrafo;Vast;62;R$ 2.481,78;2957
11/12/16;TeleVenda;Ellipsis;1397;R$ 43.133,08;78781
11/12/16;Telégrafo;Mindscape;73;R$ 5.251,45;8847
11/12/16;Porta a Porta;Vast;964;R$ 25.439,48;46288
11/12/16;TeleVenda;Ellipsis;240;R$ 14.280,43;13693
11/12/16;Telégrafo;Arena;91;R$ 4.601,40;12842
11/12/16;TeleVenda;Arena;195;R$ 13.726,99;29778
11/12/16;TeleVenda;Vast;277;R$ 16.261,48;12858
11/12/16;TeleVenda;Vast;1842;R$ 63.501,04;87634
12/12/16;TeleVenda;Mindscape;69;R$ 3.946,16;8100
12/12/16;Porta a Porta;Mindscape;2492;R$ 62.988,89;358874
12/12/16;TeleVenda;Arena;2978;R$ 86.895,87;465369
12/12/16;Telégrafo;Arena;145;R$ 6.620,60;21517
12/12/16;Telégrafo;Mindscape;83;R$ 5.246,72;11100
12/12/16;TeleVenda;Ellipsis;1444;R$ 25.000,05;87076
12/12/16;Telégrafo;Ellipsis;58;R$ 2.572,36;3407
12/12/16;TeleVenda;Vast;142;R$ 7.148,71;6526
12/12/16;TeleVenda;Ellipsis;111;R$ 6.363,58;6590
12/12/16;TeleVenda;Arena;121;R$ 8.290,43;18888
12/12/16;TeleVenda;Vast;1631;R$ 25.040,65;82737
12/12/16;Porta a Porta;Ellipsis;1915;R$ 34.036,11;111982
12/12/16;Porta a Porta;Arena;3526;R$ 109.286,80;533389
12/12/16;Porta a Porta;Vast;2281;R$ 34.746,98;118223
12/12/16;Telégrafo;Vast;64;R$ 1.772,34;3193
12/12/16;TeleVenda;Mindscape;1968;R$ 50.055,09;278619
13/12/16;Porta a Porta;Vast;2714;R$ 39.543,57;137873
13/12/16;Porta a Porta;Ellipsis;1999;R$ 35.184,14;111685
13/12/16;TeleVenda;Arena;112;R$ 6.875,56;16550
13/12/16;Telégrafo;Vast;63;R$ 2.115,00;3150
13/12/16;TeleVenda;Mindscape;55;R$ 3.312,21;6988
13/12/16;TeleVenda;Ellipsis;1204;R$ 20.666,04;68543
13/12/16;Telégrafo;Arena;104;R$ 5.532,44;15620
13/12/16;TeleVenda;Vast;113;R$ 5.758,24;4966
13/12/16;Porta a Porta;Arena;2535;R$ 82.621,55;372193
13/12/16;TeleVenda;Vast;1621;R$ 24.490,85;81708
13/12/16;Telégrafo;Ellipsis;53;R$ 2.162,16;3223
13/12/16;TeleVenda;Ellipsis;102;R$ 6.296,61;6113
13/12/16;TeleVenda;Mindscape;1355;R$ 32.483,86;179802
13/12/16;Telégrafo;Mindscape;70;R$ 2.840,36;9501
13/12/16;TeleVenda;Arena;1869;R$ 54.980,29;280241
13/12/16;Porta a Porta;Mindscape;2219;R$ 56.374,26;303305
14/12/16;Porta a Porta;Mindscape;1489;R$ 46.751,46;189592
14/12/16;TeleVenda;Vast;309;R$ 19.165,23;14776
14/12/16;Telégrafo;Arena;97;R$ 6.180,45;14034
14/12/16;Telégrafo;Ellipsis;53;R$ 2.074,19;3005
14/12/16;TeleVenda;Vast;2157;R$ 66.491,36;100551
14/12/16;Porta a Porta;Vast;1922;R$ 38.498,94;93934
14/12/16;TeleVenda;Ellipsis;1672;R$ 47.769,01;93992
14/12/16;Telégrafo;Mindscape;73;R$ 4.378,79;9315
14/12/16;TeleVenda;Ellipsis;257;R$ 16.496,06;15371
14/12/16;Porta a Porta;Arena;1370;R$ 54.555,34;196801
14/12/16;TeleVenda;Mindscape;142;R$ 10.301,66;17532
14/12/16;TeleVenda;Mindscape;1602;R$ 63.132,38;193436
14/12/16;TeleVenda;Arena;1789;R$ 73.187,10;268681
14/12/16;Porta a Porta;Ellipsis;1405;R$ 33.387,55;78969
14/12/16;Telégrafo;Vast;66;R$ 3.320,22;3533
14/12/16;TeleVenda;Arena;202;R$ 14.693,97;30730
15/12/16;TeleVenda;Vast;325;R$ 18.579,91;15442
15/12/16;Telégrafo;Ellipsis;51;R$ 3.515,95;3335
15/12/16;Porta a Porta;Mindscape;804;R$ 30.105,10;93789
15/12/16;Telégrafo;Vast;65;R$ 3.569,06;3115
15/12/16;Telégrafo;Mindscape;112;R$ 10.860,60;11917
15/12/16;TeleVenda;Ellipsis;1289;R$ 39.840,93;72327
15/12/16;TeleVenda;Vast;1759;R$ 59.357,74;80618
15/12/16;TeleVenda;Mindscape;1355;R$ 56.584,01;160450
15/12/16;TeleVenda;Mindscape;132;R$ 8.433,75;16041
15/12/16;Porta a Porta;Vast;939;R$ 25.441,79;43575
15/12/16;TeleVenda;Ellipsis;245;R$ 13.997,20;14958
15/12/16;TeleVenda;Arena;1536;R$ 65.779,90;231701
15/12/16;Porta a Porta;Ellipsis;718;R$ 21.685,26;39892
15/12/16;Porta a Porta;Arena;778;R$ 38.144,92;114118
15/12/16;TeleVenda;Arena;206;R$ 13.949,79;30733
15/12/16;Telégrafo;Arena;72;R$ 4.045,12;9897
16/12/16;Telégrafo;Mindscape;68;R$ 5.645,93;9546
16/12/16;TeleVenda;Mindscape;116;R$ 7.119,84;13486
16/12/16;TeleVenda;Ellipsis;1274;R$ 38.359,17;70586
16/12/16;TeleVenda;Vast;1701;R$ 55.749,99;79672
16/12/16;Porta a Porta;Ellipsis;739;R$ 22.375,65;39839
16/12/16;TeleVenda;Arena;1395;R$ 57.749,07;208613
16/12/16;Porta a Porta;Arena;741;R$ 35.558,98;107266
16/12/16;Porta a Porta;Vast;926;R$ 25.417,77;43975
16/12/16;TeleVenda;Vast;312;R$ 19.870,94;14988
16/12/16;Telégrafo;Vast;71;R$ 4.397,74;3392
16/12/16;Telégrafo;Ellipsis;36;R$ 1.599,29;2150
16/12/16;Porta a Porta;Mindscape;790;R$ 30.191,28;93551
16/12/16;TeleVenda;Ellipsis;264;R$ 16.605,98;15771
16/12/16;TeleVenda;Mindscape;1243;R$ 49.523,18;151085
16/12/16;Telégrafo;Arena;99;R$ 5.423,13;14298
16/12/16;TeleVenda;Arena;221;R$ 14.869,77;33432
17/12/16;Porta a Porta;Mindscape;643;R$ 25.613,25;76456
17/12/16;TeleVenda;Arena;1368;R$ 57.116,37;205379
17/12/16;TeleVenda;Vast;279;R$ 18.325,46;13745
17/12/16;Telégrafo;Mindscape;71;R$ 5.486,81;8984
17/12/16;TeleVenda;Mindscape;121;R$ 8.458,48;15294
17/12/16;TeleVenda;Mindscape;1200;R$ 49.286,83;145880
17/12/16;Porta a Porta;Arena;654;R$ 32.369,19;96235
17/12/16;Porta a Porta;Ellipsis;526;R$ 17.710,02;28327
17/12/16;TeleVenda;Vast;1527;R$ 49.343,61;70159
17/12/16;TeleVenda;Ellipsis;237;R$ 16.733,15;14291
17/12/16;Porta a Porta;Vast;838;R$ 22.714,84;38109
17/12/16;Telégrafo;Arena;75;R$ 4.703,20;11375
17/12/16;Telégrafo;Ellipsis;42;R$ 3.389,34;2368
17/12/16;Telégrafo;Vast;67;R$ 3.054,76;2900
17/12/16;TeleVenda;Ellipsis;1065;R$ 34.308,98;59255
17/12/16;TeleVenda;Arena;182;R$ 13.776,60;28038
18/12/16;TeleVenda;Ellipsis;1295;R$ 40.560,69;73163
18/12/16;Telégrafo;Mindscape;65;R$ 5.297,45;8338
18/12/16;TeleVenda;Mindscape;230;R$ 12.426,76;23372
18/12/16;Porta a Porta;Vast;853;R$ 23.863,60;38540
18/12/16;TeleVenda;Vast;1775;R$ 59.288,69;81787
18/12/16;TeleVenda;Vast;266;R$ 16.955,56;13096
18/12/16;Porta a Porta;Arena;599;R$ 28.961,67;86918
18/12/16;TeleVenda;Arena;190;R$ 13.046,98;29995
18/12/16;TeleVenda;Mindscape;1307;R$ 52.109,76;154573
18/12/16;Telégrafo;Vast;66;R$ 4.122,25;3287
18/12/16;TeleVenda;Arena;1434;R$ 57.898,44;213773
18/12/16;Porta a Porta;Mindscape;740;R$ 27.108,16;83960
18/12/16;Porta a Porta;Ellipsis;565;R$ 18.195,37;31162
18/12/16;TeleVenda;Ellipsis;239;R$ 15.927,05;14302
18/12/16;Telégrafo;Arena;86;R$ 6.658,09;12253
18/12/16;Telégrafo;Ellipsis;30;R$ 2.070,68;1671
19/12/16;Porta a Porta;Arena;488;R$ 21.686,27;67591
19/12/16;TeleVenda;Arena;98;R$ 5.946,83;14772
19/12/16;TeleVenda;Ellipsis;111;R$ 6.565,16;6362
19/12/16;TeleVenda;Arena;1010;R$ 30.833,39;149081
19/12/16;Telégrafo;Vast;56;R$ 3.376,68;2489
19/12/16;TeleVenda;Mindscape;178;R$ 8.190,49;16990
19/12/16;Telégrafo;Arena;64;R$ 3.502,06;9264
19/12/16;Porta a Porta;Vast;792;R$ 17.318,47;38786
19/12/16;Telégrafo;Ellipsis;27;R$ 1.126,69;1507
19/12/16;TeleVenda;Ellipsis;778;R$ 15.568,16;43853
19/12/16;TeleVenda;Vast;128;R$ 7.423,55;6168
19/12/16;TeleVenda;Vast;1012;R$ 18.491,93;49307
19/12/16;Porta a Porta;Ellipsis;505;R$ 11.967,20;27116
19/12/16;Telégrafo;Mindscape;55;R$ 3.685,39;6782
19/12/16;Porta a Porta;Mindscape;574;R$ 18.809,50;65105
19/12/16;TeleVenda;Mindscape;838;R$ 23.365,76;100923
20/12/16;Porta a Porta;Mindscape;705;R$ 22.572,77;78376
20/12/16;Telégrafo;Vast;48;R$ 2.604,39;2139
20/12/16;TeleVenda;Vast;100;R$ 5.128,76;4790
20/12/16;Telégrafo;Mindscape;50;R$ 3.929,03;6965
20/12/16;TeleVenda;Arena;731;R$ 24.039,12;109245
20/12/16;Porta a Porta;Ellipsis;631;R$ 14.989,65;33288
20/12/16;Telégrafo;Ellipsis;38;R$ 1.990,54;2011
20/12/16;TeleVenda;Arena;97;R$ 6.115,46;14569
20/12/16;TeleVenda;Mindscape;110;R$ 5.243,14;10799
20/12/16;TeleVenda;Ellipsis;712;R$ 13.999,71;39920
20/12/16;Porta a Porta;Vast;938;R$ 19.692,92;45924
20/12/16;TeleVenda;Ellipsis;74;R$ 4.276,27;4390
20/12/16;Telégrafo;Arena;67;R$ 5.273,87;9709
20/12/16;TeleVenda;Vast;949;R$ 17.151,98;45535
20/12/16;Porta a Porta;Arena;516;R$ 23.024,04;73508
20/12/16;TeleVenda;Mindscape;671;R$ 17.472,03;81564
21/12/16;TeleVenda;Mindscape;183;R$ 9.719,20;19273
21/12/16;TeleVenda;Vast;1986;R$ 59.101,67;92179
21/12/16;TeleVenda;Vast;276;R$ 18.062,18;13288
21/12/16;Telégrafo;Vast;60;R$ 2.698,05;2820
21/12/16;Porta a Porta;Vast;1120;R$ 27.539,20;51742
21/12/16;TeleVenda;Arena;1521;R$ 60.807,83;227421
21/12/16;Telégrafo;Mindscape;78;R$ 5.258,07;9318
21/12/16;TeleVenda;Ellipsis;1394;R$ 41.757,09;78073
21/12/16;TeleVenda;Mindscape;1468;R$ 53.613,92;172417
21/12/16;Porta a Porta;Ellipsis;771;R$ 23.204,28;41137
21/12/16;Telégrafo;Ellipsis;48;R$ 3.008,11;3035
21/12/16;Porta a Porta;Arena;700;R$ 33.077,50;101729
21/12/16;Porta a Porta;Mindscape;896;R$ 32.248,44;103929
21/12/16;Telégrafo;Arena;87;R$ 5.725,58;12142
21/12/16;TeleVenda;Arena;193;R$ 14.158,14;30286
21/12/16;TeleVenda;Ellipsis;265;R$ 16.928,05;15751
22/12/16;Telégrafo;Vast;67;R$ 3.942,39;3061
22/12/16;Telégrafo;Arena;84;R$ 5.813,69;12488
22/12/16;TeleVenda;Ellipsis;1205;R$ 35.222,70;66638
22/12/16;Porta a Porta;Vast;917;R$ 23.720,70;40801
22/12/16;TeleVenda;Vast;330;R$ 22.590,45;16451
22/12/16;TeleVenda;Vast;1799;R$ 53.035,65;82826
22/12/16;TeleVenda;Ellipsis;273;R$ 17.958,43;15725
22/12/16;TeleVenda;Mindscape;1338;R$ 49.350,49;164529
